,CASTNO,HM_WT,AIM_S,HM_S,HM_C,HM_SI,HM_TI,HM_MN,CAC2,MG,HM_TEMP,CAC2_INJ_TIME,MG_INJ_TIME,DS_S
249,V99451,172,0.005,0.07,4.5,0.39299999999999996,0.042,0.037000000000000005,485,76,1400.0,12,8,0.008
250,V99450,174,0.005,0.06,4.54,0.41700000000000004,0.047,0.038,439,62,1413.0,13,6,0.009000000000000001
251,V99449,174,0.005,0.057999999999999996,4.57,0.428,0.049,0.039,431,61,1429.0,12,6,0.015
252,V99448,161,0.005,0.06,4.59,0.504,0.052000000000000005,0.04,436,62,1391.0,11,6,0.013999999999999999
253,V99447,168,0.005,0.057,4.52,0.504,0.055999999999999994,0.04,424,61,1393.0,12,6,0.011000000000000001
254,V99445,169,0.005,0.039,4.58,0.742,0.08199999999999999,0.048,339,48,1327.0,9,5,0.004
255,V99442,163,0.005,0.035,4.62,0.75,0.08,0.043,339,43,1407.0,10,5,0.005
256,V99441,167,0.005,0.045,4.6,0.65,0.071,0.042,382,52,1428.0,11,5,0.006999999999999999
257,V99437,163,0.005,0.043,4.62,0.7440000000000001,0.07200000000000001,0.039,372,51,1398.0,11,5,0.006
258,V99436,164,0.005,0.046,4.58,0.879,0.071,0.039,307,51,1402.0,8,5,0.01
259,V99435,170,0.005,0.055,4.62,0.545,0.054000000000000006,0.042,443,58,1435.0,13,6,0.012
260,V99433,161,0.005,0.053,4.62,0.644,0.063,0.04,420,67,1368.0,12,6,0.005
261,V99430,180,0.005,0.068,4.48,0.376,0.045,0.037000000000000005,514,86,1388.0,15,8,0.009000000000000001
262,V99428,167,0.005,0.055999999999999994,4.5,0.41,0.049,0.04,390,77,1354.0,11,8,0.006999999999999999
263,V99426,176,0.005,0.057999999999999996,4.4,0.55,0.053,0.04,428,61,1388.0,12,7,0.009000000000000001
264,V99425,166,0.005,0.064,4.55,0.455,0.049,0.036000000000000004,410,82,1376.0,12,9,0.006999999999999999
265,V99424,167,0.005,0.052000000000000005,4.582,0.613,0.057,0.042,404,57,1440.0,11,5,0.006999999999999999
266,V99423,176,0.005,0.051,4.6,0.5710000000000001,0.06,0.043,395,57,1439.0,12,6,0.012
267,V99422,167,0.005,0.044000000000000004,4.56,0.754,0.077,0.045,338,61,1430.0,9,6,0.006999999999999999
268,V99421,171,0.005,0.048,4.51,0.677,0.07400000000000001,0.044000000000000004,375,66,1417.0,11,6,0.005
269,V99420,170,0.005,0.061,4.49,0.534,0.055999999999999994,0.039,443,64,1394.0,13,7,0.008
270,V99418,161,0.005,0.054000000000000006,4.55,0.607,0.061,0.039,421,75,1388.3496882179193,11,7,0.006999999999999999
271,V99417,172,0.005,0.054000000000000006,4.55,0.601,0.062,0.040999999999999995,404,57,1442.0,11,6,0.006
272,V99416,165,0.005,0.062,4.56,0.59,0.06,0.039,422,55,1394.0,11,6,0.01
273,V99415,163,0.005,0.063,4.58,0.58,0.054000000000000006,0.038,459,66,1348.0,12,7,0.011000000000000001
274,V99414,163,0.005,0.042,4.56,0.629,0.06,0.045,339,47,1297.0,10,4,0.006
275,V99413,169,0.005,0.049,4.52,0.8809999999999999,0.07400000000000001,0.04,370,52,1400.0,10,6,0.01
276,V99412,168,0.005,0.044000000000000004,4.57,0.765,0.07,0.042,373,52,1417.0,10,5,0.008
277,V99408,161,0.005,0.038,4.56,0.5870000000000001,0.068,0.043,414,60,1416.0,12,6,0.011000000000000001
278,V99407,161,0.005,0.059000000000000004,4.56,0.552,0.059000000000000004,0.039,441,63,1388.3496882179193,12,7,0.011000000000000001
279,V99406,164,0.005,0.046,4.56,0.64,0.07,0.043,371,53,1388.3496882179193,10,5,0.005
280,V99405,161,0.005,0.040999999999999995,4.59,0.6759999999999999,0.073,0.044000000000000004,318,46,1388.3496882179193,9,4,0.008
281,V99399,168,0.005,0.045,4.52,0.527,0.061,0.04,367,52,1340.0,10,5,0.009000000000000001
282,V99397,176,0.005,0.046,4.58,0.557,0.059000000000000004,0.044000000000000004,372,52,1418.0,10,5,0.01
283,V99396,172,0.005,0.042,4.55,0.516,0.059000000000000004,0.040999999999999995,354,52,1367.0,10,5,0.006
284,V99395,172,0.005,0.043,4.57,0.456,0.06,0.042,354,51,1372.0,9,5,0.009000000000000001
285,V99394,167,0.005,0.055999999999999994,4.55,0.634,0.057,0.04,431,61,1409.0,11,6,0.009000000000000001
286,V99393,168,0.005,0.054000000000000006,4.53,0.5579999999999999,0.055,0.039,412,58,1413.0,11,6,0.009000000000000001
287,V99392,174,0.005,0.047,4.54,0.401,0.044000000000000004,0.040999999999999995,490,53,1422.0,10,6,0.013000000000000001
288,V99391,172,0.005,0.045,4.55,0.363,0.049,0.042,372,53,1415.0,10,5,0.013000000000000001
289,V99389,167,0.005,0.051,4.54,0.391,0.047,0.04,395,57,1376.0,11,5,0.01
290,V99390,176,0.005,0.048,4.65,0.39299999999999996,0.049,0.043,378,53,1415.0,9,6,0.012
291,V99387,172,0.005,0.06,4.48,0.41200000000000003,0.051,0.04,540,76,1398.0,14,8,0.004
292,V99385,168,0.005,0.052000000000000005,4.57,0.374,0.047,0.042,492,59,1378.0,12,6,0.008
293,V99382,159,0.005,0.063,4.51,0.31,0.035,0.035,454,64,1317.0,13,6,0.01
294,V99380,169,0.005,0.051,4.53,0.48700000000000004,0.055,0.038,395,56,1371.0,11,5,0.006999999999999999
295,V99379,166,0.005,0.057,4.54,0.484,0.055,0.039,435,71,1380.0,12,7,0.004
296,V99378,170,0.005,0.05,4.59,0.529,0.055999999999999994,0.039,372,67,1359.0,11,6,0.006
297,V99377,168,0.005,0.051,4.5,0.583,0.06,0.039,396,58,1378.0,11,5,0.005
298,V99376,165,0.005,0.045,4.58,0.366,0.051,0.042,366,52,1392.0,10,5,0.006999999999999999
299,V99372,166,0.005,0.038,4.6,0.72,0.07400000000000001,0.045,313,56,1409.0,9,5,0.004
300,V99373,169,0.005,0.04,4.6,0.584,0.067,0.043,343,50,1402.0,9,5,0.008
301,V99370,163,0.005,0.033,4.62,0.48,0.066,0.045,310,44,1370.0,8,4,0.009000000000000001
302,V99369,171,0.005,0.046,4.57,0.46,0.048,0.043,350,63,1397.0,10,6,0.008
303,V99368,165,0.005,0.05,4.55,0.32,0.038,0.042,393,60,1417.0,10,5,0.013999999999999999
304,V99366,170,0.005,0.040999999999999995,4.65,0.6920000000000001,0.075,0.042,352,56,1346.0,10,6,0.004
305,V99365,175,0.005,0.043,4.62,0.773,0.064,0.044000000000000004,359,52,1367.0,9,5,0.008
306,V99364,164,0.005,0.045,4.62,0.39,0.046,0.042,367,52,1424.0,10,5,0.013000000000000001
307,V99362,169,0.005,0.035,4.65,0.81,0.08199999999999999,0.042,321,45,1396.0,8,4,0.008
308,V99359,170,0.005,0.038,4.64,0.56,0.066,0.046,334,47,1372.0,9,4,0.006999999999999999
309,V99358,165,0.005,0.039,4.56,0.594,0.055999999999999994,0.045,338,50,1425.0,9,5,0.01
310,V99357,175,0.005,0.043,4.53,0.64,0.068,0.04,349,54,1383.0,8,6,0.012
311,V99356,167,0.005,0.047,4.52,0.804,0.07400000000000001,0.040999999999999995,378,53,1374.0,10,5,0.01
312,V99354,168,0.005,0.043,4.56,0.63,0.065,0.040999999999999995,359,46,1359.0,9,5,0.01
313,V99353,161,0.005,0.043,4.58,0.48,0.053,0.039,357,51,1443.0,10,5,0.012
314,V99351,169,0.005,0.047,4.54,0.684,0.07200000000000001,0.040999999999999995,385,54,1341.0,9,6,0.006999999999999999
315,V99350,166,0.005,0.044000000000000004,4.52,0.9,0.071,0.043,364,51,1365.0,10,5,0.005
316,V99349,163,0.005,0.045,4.55,0.715,0.07200000000000001,0.042,368,55,1399.0,10,5,0.005
317,V99348,169,0.005,0.040999999999999995,4.55,0.62,0.068,0.040999999999999995,333,51,1402.0,8,5,0.011000000000000001
318,V99347,166,0.005,0.047,4.54,0.636,0.065,0.043,380,53,1422.0,10,5,0.008
319,V99346,174,0.005,0.046,4.57,0.65,0.067,0.042,386,69,1422.0,11,6,0.005
320,V99345,170,0.005,0.042,4.58,0.631,0.069,0.042,451,53,1399.0,11,6,0.008
321,V99344,164,0.005,0.039,4.62,0.72,0.078,0.044000000000000004,340,48,1372.0,9,4,0.006999999999999999
322,V99343,157,0.005,0.034,4.51,0.9059999999999999,0.08900000000000001,0.045,314,45,1356.0,9,4,0.003
323,V99342,162,0.005,0.033,4.53,1.181,0.1,0.043,318,45,1385.0,8,5,0.006
324,V99341,162,0.005,0.036000000000000004,4.56,0.9540000000000001,0.084,0.043,340,42,1381.0,9,4,0.006999999999999999
325,V99339,166,0.005,0.040999999999999995,4.54,0.67,0.07200000000000001,0.043,353,46,1452.0,8,5,0.009000000000000001
326,V99336,172,0.005,0.043,4.58,0.75,0.07200000000000001,0.042,366,52,1430.0,9,6,0.009000000000000001
327,V99335,170,0.005,0.045,4.55,0.614,0.066,0.042,367,52,1396.0,10,5,0.006999999999999999
328,V99334,165,0.005,0.044000000000000004,4.57,0.7240000000000001,0.076,0.039,367,53,1371.0,10,5,0.008
329,V99333,163,0.005,0.047,4.66,0.611,0.07,0.044000000000000004,390,55,1377.0,9,6,0.011000000000000001
330,V99332,167,0.005,0.042,4.55,0.63,0.07200000000000001,0.045,354,50,1373.0,9,4,0.006999999999999999
331,V99331,169,0.005,0.036000000000000004,4.57,0.955,0.091,0.044000000000000004,318,46,1367.0,9,4,0.006
332,V99330,174,0.005,0.038,4.6,0.747,0.08,0.043,376,53,1387.0,9,6,0.006999999999999999
333,V99329,161,0.005,0.044000000000000004,4.59,0.6809999999999999,0.069,0.042,414,60,1427.0,11,5,0.005
334,V99328,173,0.005,0.043,4.59,0.904,0.08800000000000001,0.040999999999999995,356,52,1430.0,10,5,0.005
335,V99327,164,0.005,0.045,4.58,1.01,0.09300000000000001,0.042,378,52,1437.0,9,6,0.005
336,V99326,164,0.005,0.055,4.57,0.616,0.064,0.043,409,52,1364.0,11,5,0.012
337,V99325,165,0.005,0.044000000000000004,4.55,0.728,0.076,0.044000000000000004,367,53,1423.0,11,5,0.008
338,V99323,168,0.005,0.045,4.59,0.789,0.079,0.044000000000000004,367,52,1388.3496882179193,10,5,0.006999999999999999
339,V99322,177,0.005,0.05,4.55,0.575,0.064,0.044000000000000004,391,57,1396.0,10,5,0.01
340,V99321,161,0.005,0.053,4.59,0.523,0.061,0.043,412,57,1410.0,10,7,0.01
341,V99320,173,0.005,0.038,4.56,1.011,0.091,0.043,339,46,1393.0,9,4,0.009000000000000001
342,V99319,163,0.005,0.032,4.55,1.036,0.096,0.040999999999999995,309,44,1365.0,9,4,0.008
343,V99318,164,0.005,0.037000000000000005,4.56,0.688,0.07,0.043,335,60,1361.0,8,6,0.012
344,V99316,158,0.005,0.026000000000000002,4.6,0.6409999999999999,0.07400000000000001,0.048,271,40,1388.3496882179193,8,3,0.006
345,V99315,170,0.005,0.03,4.57,0.871,0.08900000000000001,0.046,449,42,1331.0,9,5,0.005
346,V99314,163,0.005,0.037000000000000005,4.59,0.622,0.079,0.045,329,46,1384.0,8,4,0.01
347,V99312,164,0.005,0.046,4.55,0.486,0.055999999999999994,0.04,380,53,1405.0,9,5,0.013000000000000001
348,V99311,159,0.005,0.046,4.58,0.655,0.066,0.042,370,52,1415.0,9,5,0.013000000000000001
349,V99309,165,0.005,0.037000000000000005,4.56,0.935,0.086,0.044000000000000004,342,49,1390.0,10,4,0.004
350,V99310,163,0.005,0.053,4.57,0.624,0.07,0.042,365,52,1414.0,9,6,0.012
351,V99308,163,0.005,0.04,4.54,0.887,0.08199999999999999,0.043,340,47,1391.0,8,4,0.009000000000000001
352,V99307,176,0.005,0.039,4.57,0.635,0.069,0.046,340,46,1428.0,8,5,0.01
353,V99305,161,0.005,0.032,4.55,0.762,0.086,0.046,324,45,1403.0,8,4,0.006999999999999999
354,V99304,167,0.005,0.038,4.56,0.698,0.07400000000000001,0.044000000000000004,337,47,1373.0,8,5,0.009000000000000001
355,V99301,164,0.005,0.032,4.54,0.87,0.084,0.040999999999999995,339,49,1432.0,8,6,0.006999999999999999
356,V99299,170,0.005,0.038,4.56,0.8,0.08,0.043,336,47,1388.3496882179193,8,4,0.008
357,V99298,175,0.005,0.04,4.6,0.85,0.084,0.042,367,49,1385.0,9,5,0.006
358,V99297,165,0.005,0.035,4.52,0.95,0.095,0.042,320,46,1402.0,9,4,0.005
359,V99295,178,0.005,0.052000000000000005,4.55,0.612,0.065,0.04,409,62,1390.0,10,7,0.012
360,V99294,166,0.005,0.057999999999999996,4.42,0.574,0.057999999999999996,0.037000000000000005,434,70,1344.0,12,7,0.005
361,V99293,172,0.005,0.059000000000000004,4.39,0.9940000000000001,0.084,0.043,457,72,1346.0,11,8,0.004
362,V99292,169,0.005,0.037000000000000005,4.62,0.8240000000000001,0.09,0.048,333,47,1383.0,8,4,0.006
363,V99291,167,0.005,0.040999999999999995,4.58,0.6459999999999999,0.07400000000000001,0.046,349,51,1430.0,9,5,0.006
364,V99288,166,0.005,0.057999999999999996,4.55,0.431,0.048,0.037000000000000005,468,69,1277.0,11,8,0.009000000000000001
365,V99289,167,0.005,0.063,4.35,0.605,0.05,0.036000000000000004,912,0,1249.0,23,6,0.011000000000000001
366,V99290,168,0.005,0.044000000000000004,4.5,0.616,0.065,0.040999999999999995,376,54,1347.0,9,6,0.009000000000000001
367,V99287,168,0.005,0.052000000000000005,4.5,0.46,0.054000000000000006,0.038,467,62,1311.0,10,7,0.01
368,V99286,170,0.005,0.042,4.56,0.552,0.068,0.043,406,50,1396.0,11,6,0.005
369,V99285,166,0.005,0.04,4.6,0.687,0.078,0.040999999999999995,479,50,1382.0,11,5,0.006
370,V99284,168,0.005,0.039,4.6,0.807,0.083,0.043,339,49,1382.0,9,5,0.005
371,V99282,172,0.005,0.044000000000000004,4.55,0.669,0.073,0.040999999999999995,368,58,1425.0,10,6,0.006
372,V99281,168,0.005,0.061,4.43,0.5579999999999999,0.066,0.039,448,69,1394.0,12,7,0.006
373,V99280,175,0.005,0.038,4.6,0.9229999999999999,0.092,0.045,360,47,1379.0,9,4,0.006
374,V99279,177,0.005,0.061,4.4,0.578,0.055999999999999994,0.038,450,74,1378.0,13,7,0.008
375,V99278,167,0.005,0.068,4.33,0.52,0.055999999999999994,0.036000000000000004,513,83,1348.0,14,9,0.004
376,V99277,168,0.005,0.05,4.51,0.659,0.07,0.039,420,73,1372.0,12,6,0.005
377,V99276,173,0.005,0.043,4.6,0.7759999999999999,0.08,0.04,365,64,1383.0,10,6,0.003
378,V99275,160,0.005,0.045,4.5,0.769,0.079,0.043,385,60,1388.0,10,5,0.008
379,V99274,179,0.005,0.049,4.54,0.7190000000000001,0.077,0.043,368,52,1400.0,10,4,0.006999999999999999
380,V99273,172,0.005,0.045,4.52,0.701,0.07400000000000001,0.040999999999999995,367,57,1406.0,10,6,0.009000000000000001
381,V99271,174,0.005,0.047,4.57,0.445,0.055,0.039,377,53,1354.0,10,5,0.01
382,V99270,174,0.005,0.045,4.54,0.494,0.06,0.039,370,56,1398.0,10,5,0.009000000000000001
383,V99269,172,0.005,0.049,4.55,0.593,0.062,0.039,391,54,1412.0,10,5,0.009000000000000001
384,V99267,175,0.005,0.039,4.57,0.625,0.07400000000000001,0.042,340,48,1376.0,9,4,0.006
385,V99266,173,0.005,0.039,4.54,0.818,0.075,0.042,344,49,1379.0,9,5,0.006999999999999999
386,V99265,158,0.005,0.040999999999999995,4.56,0.9309999999999999,0.086,0.046,360,49,1381.0,10,5,0.005
387,V99263,166,0.005,0.039,4.55,0.79,0.08199999999999999,0.04,349,49,1398.0,9,5,0.006999999999999999
388,V99262,169,0.005,0.040999999999999995,4.57,0.61,0.068,0.04,348,50,1409.0,9,5,0.009000000000000001
389,V99261,171,0.005,0.044000000000000004,4.53,0.782,0.08,0.039,362,52,1403.0,9,4,0.009000000000000001
390,V99260,173,0.005,0.04,4.55,0.818,0.08199999999999999,0.04,349,48,1399.0,9,4,0.011000000000000001
391,V99259,173,0.005,0.037000000000000005,4.55,0.741,0.078,0.039,337,51,1381.0,9,5,0.009000000000000001
392,V99258,162,0.005,0.040999999999999995,4.53,0.6890000000000001,0.07400000000000001,0.039,349,49,1377.0,9,6,0.003
393,V99257,174,0.005,0.039,4.56,0.635,0.07,0.039,345,48,1402.0,9,5,0.009000000000000001
394,V99256,166,0.005,0.045,4.54,0.5489999999999999,0.063,0.038,367,52,1402.0,10,5,0.009000000000000001
395,V99255,177,0.005,0.046,4.52,0.544,0.055,0.038,373,52,1374.0,10,4,0.013999999999999999
396,V99254,171,0.005,0.043,4.55,0.344,0.049,0.037000000000000005,361,64,1371.0,10,6,0.009000000000000001
397,V99253,172,0.005,0.05,4.53,0.413,0.048,0.037000000000000005,391,68,1364.0,11,7,0.004
398,V99250,173,0.005,0.057,4.53,0.40399999999999997,0.044000000000000004,0.037000000000000005,424,63,1393.0,12,6,0.01
399,V99249,167,0.005,0.055999999999999994,4.54,0.395,0.035,0.032,478,60,1408.0,13,5,0.012
400,V99248,166,0.005,0.037000000000000005,4.54,0.8420000000000001,0.091,0.044000000000000004,306,42,1352.0,8,4,0.005
401,V99247,170,0.005,0.044000000000000004,4.56,0.45399999999999996,0.057999999999999996,0.038,361,52,1339.0,11,5,0.01
402,V99245,161,0.005,0.04,4.56,0.654,0.081,0.042,344,48,1356.0,10,4,0.006999999999999999
403,V99244,167,0.005,0.044000000000000004,4.57,0.8370000000000001,0.08900000000000001,0.042,362,53,1448.0,10,5,0.006999999999999999
404,V99241,178,0.005,0.044000000000000004,4.59,0.879,0.095,0.043,363,51,1448.0,10,5,0.006999999999999999
405,V99240,161,0.005,0.04,4.58,0.795,0.084,0.04,325,46,1419.0,8,4,0.006999999999999999
406,V99236,180,0.005,0.044000000000000004,4.58,0.478,0.061,0.04,360,53,1381.0,10,4,0.005
407,V99234,165,0.005,0.045,4.59,0.429,0.055999999999999994,0.037000000000000005,360,52,1341.0,11,5,0.006999999999999999
408,V99233,160,0.005,0.035,4.55,0.706,0.07400000000000001,0.040999999999999995,319,45,1457.0,9,4,0.008
409,V99232,170,0.005,0.042,4.56,0.915,0.079,0.039,360,53,1434.0,9,5,0.006999999999999999
410,V99231,170,0.005,0.039,4.56,0.823,0.081,0.038,339,50,1412.0,10,5,0.005
411,V99230,162,0.005,0.035,4.58,0.8320000000000001,0.085,0.039,320,45,1382.0,9,4,0.003
412,V99229,170,0.005,0.027999999999999997,4.63,0.9490000000000001,0.094,0.04,292,41,1392.0,8,4,0.004
413,V99228,163,0.005,0.028999999999999998,4.61,0.9359999999999999,0.092,0.04,287,42,1403.0,8,4,0.006
414,V99227,178,0.005,0.03,4.59,0.521,0.064,0.04,295,48,1356.0,8,4,0.006
415,V99226,175,0.005,0.027000000000000003,4.62,0.927,0.094,0.043,301,41,1415.0,8,4,0.005
416,V99225,167,0.005,0.032,4.58,0.838,0.08199999999999999,0.042,305,44,1443.0,9,4,0.006
417,V99223,178,0.005,0.033,4.58,0.841,0.08900000000000001,0.040999999999999995,302,42,1434.0,8,4,0.006
418,V99221,160,0.005,0.032,4.64,0.754,0.08,0.039,299,42,1442.0,9,3,0.02
419,V99220,174,0.005,0.031,4.54,0.747,0.077,0.042,301,47,1441.0,8,4,0.006999999999999999
420,V99219,170,0.005,0.027000000000000003,4.56,0.8440000000000001,0.091,0.04,281,41,1381.0,8,3,0.004
421,V99217,175,0.005,0.03,4.56,0.816,0.083,0.04,301,44,1423.0,8,4,0.005
422,V99216,174,0.005,0.039,4.58,0.7609999999999999,0.076,0.040999999999999995,339,49,1387.0,10,5,0.005
423,V99215,170,0.005,0.035,4.64,0.754,0.081,0.040999999999999995,308,44,1402.0,9,4,0.005
424,V99213,177,0.005,0.035,4.62,0.69,0.075,0.039,363,51,1413.0,10,5,0.006
425,V99212,172,0.005,0.032,4.55,0.58,0.066,0.042,318,45,1403.0,9,4,0.006999999999999999
426,V99211,172,0.005,0.040999999999999995,4.6,0.38,0.052000000000000005,0.037000000000000005,445,66,1375.0,10,6,0.009000000000000001
427,V99210,171,0.005,0.044000000000000004,4.63,0.35,0.044000000000000004,0.035,367,52,1365.0,9,5,0.01
428,V99208,172,0.005,0.044000000000000004,4.62,0.46,0.055,0.038,340,60,1353.0,11,0,0.005
429,V99207,176,0.005,0.045,4.53,0.43,0.055,0.036000000000000004,370,53,1363.0,10,5,0.006999999999999999
430,V99206,170,0.005,0.032,4.58,0.97,0.098,0.04,279,56,1421.0,9,4,0.005
431,V99205,161,0.005,0.027999999999999997,4.57,0.95,0.10099999999999999,0.039,265,47,1388.3496882179193,8,4,0.004
432,V99204,177,0.005,0.033,4.6,1.03,0.11,0.043,312,43,1422.0,8,5,0.005
433,V99203,167,0.005,0.03,4.55,0.8,0.087,0.039,268,53,1418.0,8,4,0.004
434,V99202,178,0.005,0.046,4.52,0.55,0.061,0.038,351,66,1420.0,11,6,0.004
435,V99201,172,0.005,0.065,4.43,0.449,0.042,0.032,875,0,1273.0,20,5,0.012
436,V99200,177,0.005,0.039,4.6,0.5670000000000001,0.064,0.037000000000000005,313,56,1372.0,10,4,0.004
437,V99199,172,0.005,0.046,4.5,0.645,0.068,0.038,352,63,1393.0,11,5,0.006999999999999999
438,V99198,166,0.005,0.048,4.57,0.594,0.067,0.039,378,53,1398.0,10,5,0.006999999999999999
439,V99197,171,0.005,0.034,4.62,0.7440000000000001,0.08900000000000001,0.04,288,57,1392.0,9,4,0.004
440,V99196,172,0.005,0.045,4.5,0.49,0.059000000000000004,0.035,345,60,1360.0,10,5,0.004
441,V99195,165,0.005,0.051,4.45,0.456,0.047,0.034,394,56,1353.0,10,5,0.006999999999999999
442,V99193,171,0.005,0.044000000000000004,4.51,0.679,0.07200000000000001,0.037000000000000005,341,62,1383.0,10,5,0.003
443,V99192,168,0.005,0.035,4.6,0.7120000000000001,0.07,0.037000000000000005,321,45,1339.0,8,5,0.009000000000000001
444,V99191,168,0.005,0.043,4.57,0.8,0.068,0.035,332,61,1337.0,10,5,0.004
445,V99190,176,0.005,0.032,4.62,1.03,0.10300000000000001,0.039,286,50,1368.0,8,4,0.003
446,V99189,165,0.005,0.042,4.532,0.82,0.08199999999999999,0.037000000000000005,355,50,1380.0,9,5,0.004
447,V99188,178,0.005,0.040999999999999995,4.58,0.812,0.08199999999999999,0.038,320,56,1395.0,10,5,0.003
448,V99187,174,0.005,0.031,4.6,0.897,0.099,0.042,281,46,1422.0,8,4,0.006
449,V99185,170,0.005,0.033,4.67,0.82,0.098,0.043,311,44,1395.0,8,4,0.005
450,V99184,176,0.005,0.033,4.68,0.74,0.075,0.035,316,44,1340.0,8,4,0.005
451,V99183,168,0.005,0.044000000000000004,4.58,0.512,0.057,0.036000000000000004,362,51,1392.0,10,4,0.009000000000000001
452,V99181,166,0.005,0.033,4.63,0.7340000000000001,0.084,0.04,310,45,1388.3496882179193,8,4,0.006
453,V99177,168,0.005,0.04,4.6,0.52,0.059000000000000004,0.038,537,49,1340.0,11,5,0.006999999999999999
454,V99178,169,0.005,0.039,4.62,0.68,0.059000000000000004,0.035,345,47,1388.3496882179193,9,4,0.011000000000000001
455,V99176,164,0.005,0.037000000000000005,4.63,0.57,0.069,0.04,335,47,1367.0,9,4,0.006
456,V99174,176,0.005,0.036000000000000004,4.68,0.78,0.09,0.042,326,47,1399.0,8,4,0.006
457,V99175,174,0.005,0.032,4.71,0.79,0.091,0.04,305,43,1421.0,8,4,0.006999999999999999
458,V99172,175,0.005,0.044000000000000004,4.57,0.6409999999999999,0.064,0.036000000000000004,362,51,1405.0,10,4,0.008
459,V99171,166,0.005,0.037000000000000005,4.55,0.687,0.075,0.039,331,48,1385.0,9,4,0.005
460,V99169,178,0.005,0.045,4.52,0.743,0.069,0.034,385,50,1388.3496882179193,10,4,0.009000000000000001
461,V99166,162,0.005,0.057,4.47,0.43,0.046,0.032,430,61,1393.0,11,5,0.013999999999999999
462,V99165,163,0.005,0.025,4.74,1.09,0.12300000000000001,0.046,328,65,1455.0,9,3,0.005
463,V99163,166,0.005,0.052000000000000005,4.53,0.51,0.052000000000000005,0.035,402,57,1422.0,11,6,0.011000000000000001
464,V99160,170,0.005,0.03,4.68,1.1,0.115,0.044000000000000004,296,43,1415.0,8,3,0.005
465,V99159,167,0.005,0.043,4.56,0.871,0.091,0.04,356,50,1421.0,10,5,0.006
466,V99158,167,0.005,0.051,4.56,0.621,0.066,0.039,397,56,1384.0,11,5,0.011000000000000001
467,V99157,166,0.005,0.040999999999999995,4.54,0.985,0.10300000000000001,0.042,344,48,1422.0,9,4,0.006
468,V99156,160,0.01,0.045,4.57,0.8490000000000001,0.08800000000000001,0.04,301,45,1426.0,8,4,0.015
469,V99155,170,0.005,0.054000000000000006,4.55,0.583,0.055,0.036000000000000004,411,58,1423.0,11,5,0.016
470,V99154,166,0.005,0.018000000000000002,4.55,1.2,0.139,0.047,239,35,1457.0,6,3,0.008
471,V99152,165,0.01,0.052000000000000005,4.53,0.679,0.073,0.038,357,50,1391.0,9,5,0.013000000000000001
472,V99151,158,0.005,0.021,4.58,1.341,0.134,0.047,252,36,1419.0,7,3,0.008
473,V99150,178,0.005,0.043,4.52,0.96,0.1,0.043,362,50,1415.0,10,5,0.006999999999999999
474,V99149,176,0.005,0.066,4.56,0.483,0.046,0.036000000000000004,464,66,1406.0,13,7,0.015
475,V99148,167,0.005,0.06,4.51,0.41700000000000004,0.049,0.038,438,63,1389.0,12,5,0.015
476,V99147,177,0.005,0.057,4.52,0.466,0.055,0.039,435,62,1374.0,12,6,0.013000000000000001
477,V99144,169,0.005,0.038,4.54,0.976,0.098,0.040999999999999995,340,48,1425.0,9,4,0.006999999999999999
478,V99143,178,0.005,0.042,4.57,0.8290000000000001,0.086,0.044000000000000004,353,51,1427.0,9,5,0.011000000000000001
479,V99142,168,0.005,0.046,4.53,0.828,0.078,0.042,411,55,1433.0,9,4,0.015
480,V99141,172,0.005,0.031,4.56,1.04,0.102,0.045,305,42,1397.0,8,4,0.006
